u,g,r,i,z,ra,dec,flags_r
23.14385,22.66251,21.60639,20.67796,19.92794,180.732377170377,0.302975021779499,4503874773712896
25.30208,22.06738,20.79501,20.30293,20.04133,180.732367200138,0.272226493131308,4503874773712896
23.68545,22.51526,21.65574,21.46812,21.85831,180.731681376185,0.419605703216721,4503874773712896
23.76586,22.47376,22.11485,22.93006,22.9399,180.730372270136,0.28280632553176,4503874782134272
22.79264,23.01356,22.21186,22.84057,22.36019,180.730215624071,0.364461647110797,4503874773712896
23.04601,23.03313,22.40469,22.09739,21.27554,180.729815840032,0.322389402270864,4503874907930624
22.13895,21.55054,20.65257,20.23959,19.93538,180.73031076883,0.230958749893697,4503874773745664
24.68802,22.99611,22.5894,21.95868,22.84008,180.732349850283,0.299692037699635,2310346883995795480
22.05026,22.40424,21.33862,21.30233,20.7613,180.731919189274,0.249537484137522,2312598683801092112
24.79776,23.4091,21.99561,21.16132,20.63025,180.731683498314,0.250788711475115,4503874773712920
22.25708,21.9453,21.246,20.94106,20.42138,180.73049088173,0.497345202506233,4503874773746944
23.72302,23.05009,22.19202,21.93761,21.89544,180.732241791747,0.434359507881064,4503874916352016
22.01647,21.61223,20.96334,20.54753,20.4415,180.732754631879,0.464944839736665,2310346883987439632
22.41362,21.9869,20.75346,19.80543,19.26366,180.733112490438,0.481905076502738,4503874773745664
26.00813,23.40944,21.66718,20.69662,20.22737,180.731339650312,0.488885780173543,4503874782134272
23.69699,23.61374,22.04577,20.94137,20.35117,180.731626524353,0.499290278573077,4503874773712896
25.16906,22.66485,21.58147,21.6366,22.46983,180.865610003616,0.429921529440691,4503874773712896
23.65631,22.50428,21.64721,21.25669,20.60847,180.866745327285,0.484521767995698,49539871047417856
22.7816,22.40205,21.71885,21.998,21.76978,180.531393595866,-0.420954789093332,4503874773712896
24.00482,22.29542,21.73555,21.51798,22.11436,180.109966226588,-0.00594999237435841,2312598683801092112
20.70259,19.44867,18.5868,18.13769,17.89446,180.109721979969,-0.156161744649579,4503874773745664
22.69623,21.03273,19.50901,18.92813,18.58574,180.111753684018,-0.103089919444105,6755674587430928
24.60838,24.05909,22.53436,23.36443,23.05703,180.109625495215,-0.106948345953996,2310346883995795472
23.72913,21.70877,20.54852,20.27268,20.18477,180.396455817659,-0.0881825820650704,2310346883987439632
25.42616,22.38251,21.23647,20.52547,20.52189,180.112250173002,0.399596477237565,6755674587430928
25.05167,21.97384,20.85769,20.34381,19.78311,180.112611544777,0.335433986911201,4503874773712896
21.41895,19.02714,17.56411,17.04963,16.73153,180.260009589539,0.260971657325663,6755674587566096
21.7331,20.61638,19.52829,19.03301,18.72175,180.262441216562,0.262550610988146,4503874773745680
22.4144,21.36125,20.98524,20.94913,22.06085,180.793364554759,0.275004459692007,2310346883987406864
20.82754,18.20797,16.68121,16.13231,15.82071,180.527986207449,-0.241529736779221,6755674587566096
22.08947,22.90412,21.6869,21.23313,21.29688,180.951954372903,0.189813746149582,4503874782101760
22.28296,21.84719,21.09764,20.39781,21.42417,180.951617264717,0.0264237105218416,6755674595819792
23.80214,22.87012,22.22238,21.94059,23.27453,180.95143875304,0.171462686909034,4503874773712912
23.68407,22.63532,21.30276,20.78697,20.09384,180.950331256173,0.194335621138263,4503874782134528
23.55688,22.96523,22.00867,21.32075,21.52694,180.949684298851,0.00859374013496849,4503874773745664
25.05045,21.07525,20.28216,20.06059,19.78068,180.949465386982,0.170208516459905,4503874773878032
22.36562,20.56925,19.14692,18.55738,18.29107,180.949327320084,0.169402321607605,6755674587566096
22.05716,21.19928,19.72611,19.24559,19.07589,180.948616579671,0.0946936222676574,4503874773745664
21.16106,20.19169,19.63742,19.3154,19.42429,180.951067122676,0.152999770872476,4503874782134272
22.63208,22.19204,21.72474,21.32977,23.12377,180.950800722166,0.0912252739224555,4574243551445009
22.84321,21.02668,20.07329,19.95277,19.96614,180.951791493914,0.0907053567383318,2312598683801124880
23.44983,23.05733,21.65314,22.07091,22.13902,180.793379593986,0.140968922406953,4503874782134272
24.56492,23.27189,22.1622,21.1682,21.10998,180.793291264133,0.0899932251475223,6755674721615888
26.70382,23.03521,21.24487,20.25463,19.8619,180.793032802179,0.109996044332135,4503874773712896
26.54621,24.19268,21.7586,21.4337,23.9858,180.792602764963,0.130353480857916,4503874782134272
27.31718,22.30407,21.34502,21.25196,20.74863,180.792282761387,0.206697642104989,4503874782134528
25.28458,21.83663,20.06117,19.46827,19.06049,180.794312994201,0.1980557677159,4503874782134272
26.11908,23.51476,22.10879,21.86362,21.53396,180.792668773534,0.013759784993883,4503874975039560
24.23396,22.32325,22.01368,21.62233,21.12151,180.793573481034,0.20161236075421,4503874840821832
22.86807,21.76696,20.27392,19.69818,19.3194,180.793799273767,0.134905469616552,4503874782134272
23.55782,21.61369,21.14416,21.21487,20.99056,180.793631266058,0.193788158795429,4503874773745664
23.41984,22.49293,21.21996,20.41522,20.26171,180.793132988111,0.0705480872693641,4503874773712896
24.6825,21.75549,21.15303,21.16037,21.25533,180.792943294253,0.0405482292428339,4503874773746944
24.29177,23.00006,21.90261,21.74442,21.24597,180.668179906176,0.0366368318948777,6755674587430928
23.15259,24.14115,22.43887,24.02837,21.83069,180.667207670646,0.0652010677009425,4503599904195072
24.29455,22.76771,21.50677,21.27373,20.72308,180.666945982134,0.0562158905054741,4503874773714176
26.86994,22.57343,21.38715,21.03249,20.60655,180.667051790127,0.1815288596259,4503874773745664
28.70995,18.12668,17.26621,18.14871,29.19658,180.666444512354,0.0156765867884174,4503874773746944
23.25288,22.00719,21.34586,20.83649,22.19845,180.668053950117,0.0191167890946064,4503874773712896
26.53858,19.80276,18.97944,19.51319,26.5444,180.666255150646,0.0225442436393853,4503874773746944
27.29095,21.77446,20.50529,20.0996,19.82005,180.529922473352,0.122803834926476,4503874798911488
21.91507,22.12344,20.72229,20.28519,19.85124,180.530526828209,0.188781518253029,4503874782134272
21.23918,20.2236,19.41077,19.29411,26.26766,180.52920059355,0.130558746048803,4503874790524160
20.89388,20.86454,20.1205,19.79528,20.46748,180.528341174407,0.188025136819594,4503874840855880
24.2618,22.63149,20.97624,20.12384,19.71044,180.527855387127,0.19203263324903,4503874773745664
22.40324,21.14224,20.60607,20.19347,19.88385,180.528442152309,0.181021577488926,2310346883987439632
25.16817,23.59816,22.50811,21.90079,23.164,180.398025323931,0.00646973504255769,49539871190024192
25.53957,24.63979,22.67867,24.13983,21.8703,180.397979508667,0.149951568816128,4503600038412288
23.87472,24.23542,22.51966,21.86798,21.75321,180.396474145329,0.173456665800857,4503874807300112
22.39486,22.6285,21.5229,21.01648,20.50618,180.397736968718,0.173139361495917,6755674587398160
25.97342,22.62577,21.63527,21.18972,22.40287,180.39585108856,0.0175859145991891,4503874773712896
22.07636,22.80011,21.83845,21.82528,21.08145,180.395147338719,0.0782789547735007,4503874782101504
22.87898,21.99915,21.18076,20.92073,21.13444,180.397367969766,0.0617314341084358,4503874773712896
25.34628,22.21165,20.46052,19.95557,19.7424,180.396937291171,0.162241084680167,4503874773745664
24.03827,22.70534,21.9464,22.00578,21.92349,180.396221148808,0.149781608586584,4503874773712896
23.22236,22.35437,21.39368,20.97943,20.9989,180.395671505933,0.080913234728424,4503874773745664
23.39037,22.03592,21.18238,20.80512,21.87734,180.395402785421,0.112128069722489,4503874782134272
22.96235,21.50369,20.98515,20.92698,21.12805,180.395249548241,0.0581740838528114,4503874773745664
21.25644,19.374,18.33052,17.8611,17.51883,180.394985134336,0.0533038946439697,6755674587430928
26.27665,23.18128,21.33046,20.25546,19.86662,180.259538520776,0.0325681268226415,4503874773745664
25.55222,21.7577,20.44566,19.98299,19.5579,180.26144799815,0.0128554928859426,4503874773745664
26.13541,22.08205,21.54099,21.09939,21.89281,180.2606619721,0.116375184321515,2310346883987570704
21.72846,20.76506,20.21826,20.01849,19.94336,180.260941876469,0.117714089641552,6755674587562000
22.28134,23.02114,20.91281,19.87655,19.46535,180.260681667549,0.00117199326520681,6755674595820056
21.77934,20.52924,20.16537,19.89647,20.00817,180.259459262626,0.0664424519610055,4503874773712912
24.29533,24.15149,22.8308,21.81164,21.30181,180.112022292445,0.0134114545345606,4503874782101504
22.24542,23.32848,22.20099,22.51197,21.05831,180.111112437818,0.179089514099002,4503874916319232
22.95307,22.91131,21.89559,21.68382,22.58466,180.110320994107,0.120364720066537,4503874907964672
21.49591,20.77721,19.93552,19.4145,18.88836,180.112161243676,0.153188030041388,4503874773745664
23.65914,22.88686,21.81604,21.84925,20.94596,180.111167525583,0.173592338231289,4503874773712896
23.4114,21.08449,20.29693,20.08831,20.34877,180.110821337494,0.138345021922345,4503874782134528
23.57095,22.19473,21.33515,20.93622,21.52343,180.110604698137,0.0345363117366539,4503874773712896
23.0479,23.64433,21.78135,21.66129,21.5013,180.951601908525,-0.222739953987287,4503874782101760
25.57641,23.79077,22.55027,22.93422,22.30589,180.949549370469,-0.372990591285257,4503874907930624
22.4444,23.79974,22.15911,21.4743,21.83857,180.948698583333,-0.323662332511318,49539871055806720
21.39065,22.22315,20.873,20.60181,24.31229,180.94863041333,-0.399267332266507,4503874773714176
23.00231,22.3842,21.39007,20.97886,20.37086,180.951116778191,-0.402594742195851,4503874773712896
22.30972,21.14466,20.55053,20.48645,19.92842,180.951207857837,-0.371432140662915,4503874773745664
22.82902,22.92177,21.86643,20.41591,19.88609,180.951700408308,-0.25844379059898,4503874807300120
24.69888,21.50888,20.05067,19.51054,19.25159,180.950816893319,-0.260491200028353,6755674587430928
22.54071,21.88083,21.12433,20.79654,20.87789,180.950608528116,-0.412910670902456,4503874773712896
24.40478,21.76811,20.53137,19.97322,19.47659,180.950590133922,-0.32485192534037,4503874773745664
21.82395,20.87755,19.83805,19.45035,19.12183,180.95064738511,-0.398700401014179,2312598683801124880
25.54935,22.12724,21.06053,20.24538,19.80616,180.950140791164,-0.241299842155074,6755674587398160
24.47085,21.73943,20.40373,19.98582,19.72295,180.950280467532,-0.293593848911053,6755674587430928
24.85221,22.90049,21.69886,21.13013,20.39282,180.949635588846,-0.354607115754864,4503874773712896
23.60258,22.97172,22.36691,21.83253,21.71293,180.794763768448,-0.31495255541348,4503600038445312
22.7666,23.35472,22.4364,22.24865,22.20146,180.794263213971,-0.40113836366766,4503874782101504
23.22404,23.02735,21.50201,20.35949,20.01809,180.79318263221,-0.419987937613904,4503874773712896
22.97852,23.6309,22.2117,22.22488,22.28613,180.792413977638,-0.253906790100153,4503874773712896
24.8593,22.9183,22.36048,21.90915,22.27653,180.794697185869,-0.306090186097633,4503874807267344
25.21233,21.58511,21.33392,21.01928,20.56731,180.794971678626,-0.307761988016664,6755674587398160
23.04778,20.99648,20.04784,19.49501,19.15234,180.794667281504,-0.235899730621149,4503874773745664
23.5861,23.02885,22.15504,21.83861,21.43659,180.793844614035,-0.285445164075615,4503874773712896
23.18925,23.04539,21.59315,20.66156,20.16286,180.793385938562,-0.406875691489584,4503874773712896
17.96638,15.95568,14.9813,14.53715,14.18363,180.120315430873,-0.123569091218079,6755674587566096
24.20998,22.95651,22.08775,21.94193,21.49609,180.122578409509,-0.075189089565055,49539871047417856
25.27575,22.12288,20.41084,19.62175,19.12599,180.123044835993,-0.162030859316438,4503874773712896
21.49633,20.64703,19.96472,19.71988,19.46502,180.25697021909,-0.153213643671622,4503874773745664
24.19355,21.22652,20.21538,19.79959,19.52259,180.259109420047,-0.148270997040758,6755674587430928
24.31958,22.60313,21.52761,20.96007,20.56808,180.258731864241,-0.144635784696481,4503874773712896
25.5037,23.64041,22.08018,21.20464,20.95566,180.256804366396,-0.0410192381772516,4503874773745664
22.86698,21.08535,20.01811,19.56081,19.33498,180.643556604817,-0.111762333373828,4503874773876752
18.97649,17.35101,16.75074,16.34924,16.02449,180.768474662838,-0.124293051176338,6755674587562000
21.85199,20.02594,19.04874,18.64199,18.37777,180.904475143603,-0.185307440755421,2312598408923217936
23.83827,21.0964,19.75824,19.18819,18.77655,180.904873765527,-0.186875503616537,4503874773745680
22.54348,21.28335,20.38493,20.11075,19.87339,180.906144251224,-0.12405717367966,4503874773712896
22.95161,23.00187,21.78508,21.6215,20.75061,180.259233634841,-0.264132197692553,4503874773745664
22.73686,23.24803,22.07674,21.46535,21.34503,180.259138374548,-0.396567959278234,4503874782134272
23.43061,24.47915,22.39516,21.98693,22.45838,180.644549767539,0.476317575657035,4503874916352000
23.09901,23.3925,22.19588,21.75339,21.2507,180.64329721079,0.445175877945324,4503874773712896
26.03339,24.01069,22.12337,22.4111,21.40273,180.643020802353,0.447684169069412,4503874907930624
24.19167,22.80209,22.20312,21.9113,21.06507,180.642599303444,0.45953743952293,2312598683801092112
23.79762,24.86921,22.09922,21.29063,20.86173,180.641860254339,0.457041010761891,2310346883987537936
24.90533,22.57973,21.07391,20.58269,20.38984,180.642754367761,0.458552433567573,4503874773843984
22.73697,22.40465,21.78923,21.44892,21.26543,180.505718660728,0.455629849195299,4503874773848080
23.07065,22.03449,21.61046,21.28212,21.08996,180.506197863565,0.458858580125729,4503874773712896
23.15093,22.29064,21.23227,20.81729,20.24759,180.505349593566,0.427258198527311,4503874975073608
23.48334,22.37846,21.43184,21.09877,21.64935,180.504508122095,0.444897553985273,4503874773745664
23.13747,23.16059,22.23487,22.11727,21.3206,180.366099161211,0.476038341446327,4503874773712896
24.65655,22.81391,21.53224,20.39127,19.7691,180.364871609916,0.458771640067017,4503874773712896
22.88849,22.47398,21.99709,21.71388,21.48746,180.365828653882,0.48894270177039,4503874773712896
24.60429,23.1376,22.31698,22.83121,21.16507,180.257533737461,0.476206200031532,49539871055839232
23.79861,22.5645,21.42375,21.04361,20.51982,180.258270392851,0.420845720171033,4503874782101504
24.59233,22.74917,22.24527,21.86143,22.00286,180.258259409832,0.440566100653771,4503874782101760
24.65801,21.87499,21.83375,21.31207,21.30612,180.25689726888,0.45645099912688,6755674763723032
26.12607,23.03854,21.73869,21.70346,20.82641,180.119630915932,0.439555435329573,4503874782101760
23.86047,23.56038,22.30438,22.20932,23.16868,180.905308776281,0.116709710057952,4503599904194816
21.86936,21.69719,20.39408,20.2298,20.05638,180.906606008025,0.167736373126287,4503874907963392
23.62953,22.50151,22.08764,22.03139,21.5829,180.904839558732,0.19806132633407,4503874773712896
22.04851,20.06295,18.92281,18.3906,17.90425,180.904455544948,0.0259663685910058,6755674587430928
24.3629,24.20369,22.62073,21.55041,21.71607,180.904996880188,0.130581357234876,4503874807267344
22.73976,23.70886,21.93608,21.23885,20.4314,180.770747074304,0.0160411520271633,4503874773746944
22.44803,22.472,21.18847,20.66628,20.45358,180.768425819421,0.115552459584725,4503874773746944
25.83563,22.2607,21.55724,21.3274,20.5265,180.770174112704,0.0447894927692744,4503874782101760
22.3717,23.50106,21.26561,20.71721,20.30943,180.769370314118,0.143737038360161,2312598683801092120
21.75683,21.00668,20.45872,20.12996,19.97549,180.769074688457,0.184890028645793,4503874773745664
22.24176,21.74499,20.54378,20.23566,20.11445,180.767986107242,0.176173164592332,4503874773880832
22.21032,21.84222,20.9185,20.83486,20.67358,180.64442647293,0.119584808968563,4503874782134272
29.99957,17.68764,17.50694,32.09274,28.31699,180.644289216066,0.0266279953557839,2310346884122838288
25.98499,22.67935,21.07892,20.65066,20.33781,180.505603380157,0.185212470311382,4503874782134528
30.50003,22.09684,17.80543,29.99804,27.14742,180.504298368249,0.0353036828246703,4503874773812480
23.84244,22.63207,21.33651,20.58203,20.04573,180.505937809695,0.145887104597886,4503874782134272
22.21305,22.19377,21.63697,21.27679,21.2704,180.503957949774,0.020835244841956,6755674595786768
26.07917,22.32605,21.65878,21.35396,21.84417,180.504126444774,0.155927797740214,4503874773712896
25.28195,23.44265,22.40853,21.37244,21.05862,180.365555260113,0.208343162093278,4503874907930624
24.4413,23.63237,22.52224,22.01884,21.52266,180.36338701794,0.12569574507974,4503874773712896
22.70611,23.08593,22.57466,22.06454,21.48103,180.366236585451,0.000839783907243935,4503874907930624
22.69949,21.37882,20.46849,20.21879,20.0949,180.365671143423,0.112183732794264,4503874773712896
23.13044,22.17598,21.22497,21.02772,20.0977,180.364983374237,0.0311107463209615,4503874773712896
26.04144,22.20314,21.07204,20.07466,19.4957,180.363786345349,0.0162236209204349,4503874773746944
23.55341,20.85211,19.92262,19.5389,19.35441,180.366230683829,0.0178258221413526,4503874773745680
21.40183,19.88909,18.7779,18.38051,18.10557,180.366547565257,0.0156661573297399,6755674587562008
23.70102,23.69126,22.54674,21.69776,20.92352,180.258703118811,0.175504037732429,4503874773712896
23.16137,23.58188,22.28344,22.11594,21.53642,180.258380924517,0.126112040571834,4503874773712896
25.48639,23.95944,22.28556,22.65828,22.93257,180.257112482684,0.163889617829162,6755674629341456
26.23108,24.17571,22.20437,21.19065,20.52908,180.257757675064,0.161947730977862,4503874773745680
24.59092,23.45552,22.79376,23.09431,21.3182,180.256371695132,0.12133166144543,4503874773712896
21.86547,20.664,20.13807,19.82027,19.57033,180.259179493432,0.0226411243876496,4503874773712896
22.63855,22.58552,22.22351,21.86028,21.70589,180.257916766458,0.050969668600912,4503874773712896
23.05623,20.66551,19.55342,19.06756,18.75385,180.257261824149,0.0440869157391287,4503874773745664
26.42392,21.84003,20.75546,20.69333,20.48852,180.256160112476,0.140435939069517,4503874773746944
22.42633,23.33905,21.89284,21.05333,20.62729,180.12300365335,0.20620527641276,4503874773712896
21.8775,21.54379,19.99174,19.48949,18.95892,180.122526091697,0.167298200426487,4503874773745664
22.09723,21.93587,21.34523,21.14392,20.99857,180.121684945387,0.193870230755529,4503874782134272
22.82167,22.26069,21.51417,21.50534,22.00007,180.120582179383,0.0664795840294985,4503874907964672
21.8552,20.5605,19.82701,19.43091,19.11555,180.120797239486,0.0219571848293471,4503874840854600
24.045,22.22149,21.74223,21.69966,23.22421,180.119839146014,0.0605979755632988,4503874773712896
24.19788,22.71184,21.3833,20.64459,20.17649,180.12298152808,0.041424127563988,6755674587430928
20.97412,19.73097,19.00302,18.62498,18.40968,180.120461758548,0.00242418467346898,2312598683801260056
21.05428,19.34089,18.27081,17.91873,17.53218,180.11973774906,0.116796027077153,6755674587562000
23.47404,23.05737,21.30994,20.77522,20.42049,180.906518869636,-0.398984138579154,4503874773745664
23.31947,23.92196,22.81725,21.68531,20.86132,180.905691727618,-0.357492930399745,4503600030023680
23.64865,23.71186,21.99795,20.96633,20.31408,180.905205310795,-0.332261214200459,4503874773712896
24.49191,22.4531,21.77154,21.7113,21.33311,180.906692062439,-0.387237143966723,4503874773745664
21.39918,20.21175,19.33415,19.05949,18.65516,180.90677732238,-0.235813267389125,4503874773745664
24.95693,22.90517,21.54269,20.92228,20.30059,180.905051582254,-0.249789689597764,4503874773712896
21.62446,23.1781,21.37066,21.15616,21.12642,180.771060182783,-0.402483502712144,4503874773746944
23.45875,23.5696,22.21025,22.30473,23.55592,180.767997694731,-0.271188319375058,4503874773712896
23.55386,24.93258,22.7404,22.20511,21.7854,180.770950426622,-0.389233767015554,4503874815787280
21.79106,22.14404,21.77125,21.38905,22.14903,180.769677056219,-0.393263270521993,4503874773745664
21.82924,21.76052,20.96818,21.03038,20.19164,180.769724988216,-0.397865284105499,4503874782134528
23.30412,22.68992,21.62821,21.20495,21.02482,180.769103024909,-0.395832704496829,4503874773712896
23.17423,21.81287,20.74866,20.35168,20.37037,180.768822318037,-0.266059401960137,4503874773745664
23.9581,22.03244,21.82306,21.47019,21.52445,180.768373332065,-0.315272925406734,4503874773712896
22.93585,21.97312,21.08993,20.59664,20.22703,180.76997477032,-0.235016461614525,2312598683801223184
23.9333,24.09653,22.61892,22.56266,22.06055,180.644378172534,-0.310326092202501,4503874907930624
26.62367,22.89606,21.58336,20.99922,20.58293,180.644040947138,-0.401935170913211,4503874782134528
24.06642,23.22878,21.5252,20.9407,20.76334,180.643791594277,-0.418693746490393,4503874773712896
21.88803,22.01859,21.21248,20.94519,20.72732,180.644973484132,-0.225568044910892,4503874782134272
23.77862,22.39316,22.09669,21.98719,21.38089,180.642777189673,-0.311729533950368,4503874773712896
22.36225,21.41396,20.36599,19.92131,19.66619,180.642375667619,-0.290257026511752,4503874773745664
25.30097,20.7964,19.25714,18.69315,18.24269,180.793271786718,-0.230390162592864,4503874773745664
21.68169,21.4279,20.69537,20.55137,20.18838,180.669256676674,-0.374466362869339,4503874773745664
22.06661,21.85092,21.06923,20.8493,20.8166,180.667331088727,-0.234923982611534,4503874773712896
21.42002,20.20768,19.5397,19.22218,19.14049,180.666119030705,-0.271926403459275,6755674587430928
24.41616,24.78609,22.11824,21.53404,22.29466,180.668559772366,-0.398111782162316,4503874808451096
25.11599,23.94178,21.98796,22.00189,22.5121,180.530936191814,-0.358804288487054,4503874773746944
22.41571,22.24979,21.55528,21.10507,21.69203,180.530324522338,-0.223177974522827,4503874773746944
21.0754,21.60489,20.64936,20.60708,20.22454,180.531329412439,-0.220971881582098,6755674587432208
22.90345,22.3912,21.86858,21.53252,23.92197,180.530894245543,-0.249845144831589,4503874916319232
23.26109,21.33135,20.59518,20.26792,20.08673,180.531165760666,-0.377284148583971,4521466968309760
24.75062,22.48945,21.53736,21.11392,21.27256,180.530755274357,-0.229184594027677,4503874773745664
22.18335,21.24114,20.53031,20.35986,20.36539,180.530139718332,-0.298904114918088,4503874773745664
21.16461,20.46377,20.2613,20.08006,20.9009,180.530334002452,-0.281725669921308,4503874773746944
23.43193,21.34268,20.08924,19.53551,19.23244,180.528896409416,-0.342666535577784,4503874773745664
22.89385,21.31107,19.75853,19.22078,18.87206,180.528860778396,-0.380296387114496,4503874773745664
27.0173,22.60033,20.62707,20.02538,19.64903,180.529546267417,-0.236574255714352,2310346883995828240
23.12128,24.81547,21.82395,23.71371,22.90283,180.39716186777,-0.240713617981692,6755674763591952
21.42678,21.75444,20.75657,20.71731,20.86802,180.39605144749,-0.220535689990417,4503874782134272
24.56674,22.87549,22.18953,21.65996,21.85217,180.398279375392,-0.245081931216905,4503874907930624
23.3182,22.45389,20.83394,20.0585,19.56109,180.397396587706,-0.327454458781426,6755674587430936
24.2229,23.20419,21.82487,21.2908,20.71474,180.397318962388,-0.261356660669011,4503874840821832
22.24641,20.79141,19.81375,19.35917,19.02854,180.395517771157,-0.243962692004732,4503874773745664
25.55766,25.25096,23.23641,22.46415,22.47823,180.395742792306,-0.236358064329643,6755674629341456
23.53924,23.04713,21.78613,20.95601,20.86418,180.262459642817,-0.352081200426993,4503874773745664
23.80978,23.22906,21.93202,21.41487,20.93004,180.261898752015,-0.350051459724792,4503874773712896
25.01783,23.50201,22.68943,22.30923,22.67541,180.261894456454,-0.296529972649588,4503874907930624
23.41253,24.08411,22.58181,23.19643,22.12295,180.261416391542,-0.364005322765004,49539871047417856
27.18107,23.28537,20.76736,20.14747,19.75463,180.261429844224,-0.401850000962751,4503874782134528
21.86896,21.40442,20.47198,20.11225,20.07939,180.262423683505,-0.248924722918674,4503874773745664
23.39641,23.21996,21.74471,21.24158,20.62919,180.259911569998,-0.383728762463766,6755674587398168
23.29542,23.54806,22.63943,22.67745,21.43965,180.110327858546,-0.411022928103983,4503874782101760
23.01733,23.01833,22.42609,22.00034,21.66564,180.112076309725,-0.248126766649117,4503599895805952
23.11174,22.8509,22.21313,21.70037,21.27211,180.110789678939,-0.22393631793222,4503874840855880
23.23557,22.87708,22.25912,21.9507,22.28978,180.111122901696,-0.362000096505258,4503874773712896
23.70519,21.99207,21.04622,20.72475,20.44088,180.110003680207,-0.261318786791776,2310346883987406872
23.67675,22.82783,22.16027,21.94236,21.65936,180.111937376252,-0.270991622828138,2310346883987406864
24.63486,22.52617,21.37627,22.55206,24.23454,180.951582288535,0.361067947671003,4503874907964672
22.76583,21.90457,20.83067,20.62712,20.1127,180.952050745316,0.285245145411241,4503874773745664
22.13064,21.30618,20.5779,20.42767,20.28284,180.951109328781,0.250402254628096,6755674587430928
25.14768,22.76998,21.61367,21.10366,20.72399,180.951785672175,0.242798652077342,4503874773712896
23.52923,22.71902,22.04835,22.17882,22.69726,180.950811771411,0.371745425666143,4503874983460936
22.68763,22.16247,20.80917,20.53198,20.3443,180.950195187,0.399339634635102,4503874773745664
23.37888,22.48026,22.09252,21.20182,20.64546,180.95040038259,0.310155558297396,4503599904194816
21.83938,20.7107,20.36048,20.27846,20.97193,180.950624976031,0.36795163623482,4503874782134272
23.50243,22.68091,21.6372,21.22493,20.65825,180.950077567161,0.264786985599836,4503874773712896
24.05691,22.92908,22.34345,22.06403,22.22115,180.949208593591,0.378791579975146,4503874773712896
23.81122,23.54404,22.62852,22.47265,21.99344,180.95149724912,0.213717888136156,4503874807267344
23.66901,25.10783,22.78146,23.42232,22.32898,180.949124293299,0.358363994052698,4503874808315920
23.74579,23.19099,21.98937,21.70779,21.26782,180.793264984695,0.237031605497048,4503874773712896
23.6719,23.70006,22.51711,21.9601,21.59645,180.792900495989,0.278484340491378,4503874907963392
22.50423,21.89581,21.11632,20.80347,21.05048,180.794866899402,0.380832928457238,4503874773712896
21.87283,21.5862,20.68139,20.41602,20.35113,180.794334157145,0.38625379998912,6755674587398168
24.05071,22.27039,21.85609,21.56635,21.18432,180.793959069353,0.322777267135252,4503874773712896
23.21307,22.34177,20.85289,20.35122,20.25896,180.793637116976,0.304392927210128,4503874773745664
23.73441,21.61802,20.68345,20.24653,20.05885,180.793587964722,0.354273482170914,6755674620952592
24.75207,22.79882,21.73673,21.30593,21.66722,180.792823807026,0.346450511297767,2310346883995828752
24.20492,21.92012,20.85003,20.27862,20.14508,180.792590412055,0.345045658724686,6755674587430928
22.51839,22.76379,21.36637,20.94126,21.03056,180.792692274046,0.242809036017872,4503874773745664
23.87624,22.95969,21.05901,20.28907,20.03402,180.7930731718,0.273846540029953,4503874773712912
21.86716,21.23586,20.46576,20.23071,20.13658,180.794312555837,0.334490819409051,4503874840854600
22.04078,21.19788,20.2957,19.81771,19.41523,180.793116120576,0.361061744425039,6755674587430928
23.31932,23.46158,22.6095,21.96979,21.10802,180.669259011314,0.327098798537344,4503874773745664
24.91272,22.52315,21.91701,21.94869,21.33284,180.668244738127,0.393149004382728,4503874773746176
25.96865,21.9421,20.33097,19.80917,19.23533,180.667882433152,0.350183448376165,4503874840854600
24.37772,22.99123,22.09143,21.58892,22.42869,180.668498119945,0.335554768858337,2312598683801223184
22.47539,21.85825,20.97475,20.60744,19.81414,180.666406147776,0.396836027809101,6755674587430928
23.49983,23.60212,22.3943,22.58279,22.69532,180.530799477388,0.24901868727066,4503874782134272
23.86159,23.63609,22.60242,22.18357,22.72965,180.529345816032,0.356140804848351,4503874916352000
23.79117,22.54738,21.76127,21.13686,21.47487,180.53107342198,0.404969953722077,4503874773712896
22.35602,21.88321,21.30863,20.83078,21.82775,180.531226307004,0.396854174909889,4503874773745664
22.76079,22.27258,21.51399,21.18746,21.37958,180.530080843637,0.36631880695895,4503874773712896
22.32517,21.48537,21.01547,20.66543,20.40775,180.529188761501,0.267739516655664,4503874840821832
23.20137,21.58373,21.00335,20.48499,20.42876,180.528733767532,0.380035118343812,4503874773745664
23.58873,22.48769,21.86483,21.32054,20.85123,180.528568673486,0.215831716636313,4503874782134528
23.15258,22.1701,21.26903,20.78214,20.65338,180.528274305258,0.265627282464697,4503874773745664
25.15563,23.03036,22.19658,23.0585,22.86872,180.395679167272,0.320287887822438,4503874782134528
23.7578,22.87208,21.92177,22.00578,22.06612,180.39768984624,0.30137922241327,6755674620985360
23.07614,22.24409,21.05012,20.43228,19.98773,180.397530129802,0.266816460247419,4503874773712896
24.21312,21.96196,21.50454,21.8369,21.10705,180.397285174624,0.396363136203871,4503874782134528
24.91936,23.12787,22.03357,21.32977,21.44664,180.396750518421,0.28005447957734,4503874773712896
22.91727,22.63746,21.4785,21.4475,23.49837,180.396377688359,0.393153140160888,4503874782134272
23.77229,20.78423,20.34136,19.97352,21.07164,180.396227558455,0.326149557325675,2310346609109665040
