u,g,r,i,z,ra,dec,flags_r
24.86014,24.27399,22.90158,21.41278,20.7368,180.397592885272,0.327301662279794,4503874815787024
22.96049,21.94242,20.96365,20.55819,20.24472,180.395515368715,0.326980540092442,4503874807431184
21.35909,20.17412,19.644,19.31708,19.0606,180.395881102802,0.327952255241065,6755674587562008
21.22919,20.34036,19.45985,19.19802,18.90715,180.39796371721,0.38584743466136,4503874773745664
24.56102,23.72039,22.10997,21.33597,21.57913,180.261528178073,0.416223259789559,4503874773745664
22.97385,23.2199,21.85478,21.08007,20.28523,180.261238517549,0.36240238530486,4503874782134272
23.81504,23.80912,22.49967,21.74307,21.25899,180.260311522084,0.255710368727862,4503874773712896
21.79207,20.9087,19.81648,19.43157,19.33903,180.26069626538,0.399797435330335,4503874773745664
23.54604,22.52744,21.7518,21.11332,21.57076,180.260322101148,0.383786279436745,6755674587398160
25.80982,22.57352,21.96474,21.76881,21.68869,180.259547887337,0.389043660099309,4503874782101504
22.54779,21.87175,21.05081,20.81316,20.9234,180.259827809365,0.364911648057233,4503874773712896
24.90451,22.12893,20.47485,19.39955,18.93269,180.262697414034,0.355315578148404,2312598683801126160
23.88599,22.74213,22.26405,21.95939,22.72539,180.260680329241,0.407545189753754,2310346883995795480
23.79995,23.40779,22.06437,21.02854,21.93069,180.11158680549,0.296289629402022,4503874782101760
24.06318,23.24072,22.04846,21.28949,21.15972,180.109930386693,0.310452394466309,4503874773712896
23.30901,22.90722,22.03792,21.73683,21.02895,180.642167035302,-0.30947697146291,4503874773712896
22.65437,21.75649,20.69319,20.36308,19.88441,180.642176348522,-0.261429581174457,4503874773745664
22.6967,22.22527,21.67169,21.57185,21.21193,180.641914011344,-0.25598574261039,4503874782134272
22.20624,23.35063,22.18888,22.62985,21.22519,180.506159364999,-0.343703930116699,4503600038412800
23.43878,22.9761,22.08819,21.99633,21.5052,180.504939093237,-0.404959938021099,4503874773746944
24.90343,22.9037,22.11741,21.9761,22.4145,180.505782137884,-0.327362518440785,4503874773712896
23.05557,22.28341,21.29637,20.62984,19.953,180.505865183677,-0.386535672054525,4503874907963392
24.72197,22.00597,20.43673,19.74175,19.26556,180.504992628585,-0.419205038543152,4503874773712896
24.68363,22.24869,21.25893,20.80207,20.5209,180.505049677647,-0.270683635832442,4503874782134528
23.06289,23.17604,21.85229,21.73977,21.54844,180.503948769391,-0.346355361697709,4503874773712896
23.5167,22.26167,21.36581,20.98509,20.59877,180.506256735049,-0.366103292651192,2310346883987542032
22.91645,22.13024,21.20909,20.84175,20.2657,180.365800746715,-0.223086328325989,4503874773745664
22.16044,20.73271,19.47996,19.03409,18.66157,180.364311441971,-0.231198779318039,4503874773745664
21.78631,20.85596,20.46059,20.33039,20.21554,180.364204033478,-0.213063209808744,4503874773712912
21.23411,19.0863,18.16864,17.7511,17.4349,180.364843661604,-0.276851127122119,4503874773745664
22.71714,23.67378,22.51198,22.19104,21.68452,180.25881934269,-0.215689454357856,4503874907930624
23.20903,23.15914,21.88037,21.88953,20.99036,180.258128399521,-0.355114639216575,4503874782101504
22.52953,22.7688,22.18947,21.00608,21.0974,180.25669732035,-0.346133900467455,4503874773745664
21.68157,22.13422,21.1013,20.16719,19.65563,180.256631901421,-0.356219555710836,51791670861137176
23.44267,23.71185,22.22275,21.44508,21.4443,180.25797643573,-0.340166956140743,2312598683801092112
22.52444,22.19771,21.77094,21.3159,23.34518,180.257030255375,-0.216996549997505,4503874773712896
22.92699,22.51194,22.04571,21.29096,20.91716,180.256521009355,-0.374571297517857,6755674587398160
24.06582,23.03719,22.67505,21.9745,21.55776,180.256257936245,-0.376889025035861,4503874773712896
22.97122,21.8007,21.06646,20.81252,20.94799,180.256478021921,-0.271698463237841,4503874782134288
20.9945,19.10064,17.94944,17.47226,17.11456,180.258774919237,-0.269935217644795,6755674587430928
23.92455,24.61737,22.59114,22.22435,22.75091,180.123024212522,-0.390543285685031,6755674620952600
23.14383,23.43514,21.68432,21.41621,21.14047,180.122088814162,-0.333687680122087,6755674730037776
23.02824,23.40339,22.10104,21.83399,20.77229,180.120745109314,-0.241676521419787,4503874782101504
24.13975,24.21476,22.81447,22.1202,21.86808,180.120551369635,-0.343414642040466,4503874849210440
24.80259,23.25757,22.47741,22.04526,21.34011,180.120637536761,-0.346561788056413,4503874773712896
23.07061,22.7758,21.81203,21.66111,20.79122,180.120260911828,-0.292291454239538,4503874773745664
23.00608,22.61727,21.71473,21.2227,20.41426,180.119894940012,-0.227776270754362,4503874773712896
24.30101,23.88526,22.62613,21.74906,20.96257,180.12093818387,-0.269753522895061,4503874807267344
22.511,21.96643,20.88235,20.49804,20.28089,180.120584369677,-0.271403440777911,6755674595819536
22.33232,21.69117,20.69613,20.04715,19.49909,180.119811187111,-0.248619422953703,4503874782134272
23.18075,20.29422,19.05501,18.55041,18.26567,180.121871652292,-0.244619552364156,6755674587430928
26.08954,23.8968,22.32258,22.34432,21.35881,180.904921180655,0.277700323761248,4503874773712896
24.11721,23.39013,21.91365,21.42696,20.62724,180.904874971248,0.232458450532167,4503874773712896
24.81126,23.55339,22.32409,22.6088,21.74341,180.90429208283,0.221353787111876,4503874773712896
24.59615,23.89037,22.44164,21.65328,21.14068,180.903384129497,0.330964263666958,49539871047417856
23.19975,20.90524,19.46932,18.89117,18.65232,180.906525452273,0.394790092400668,6755674595819536
25.11819,22.64187,21.66048,21.6916,21.89681,180.906507985397,0.382780072627597,4503874916352256
23.11209,22.84772,21.80338,21.60844,21.25967,180.905136847637,0.210725660690323,6755674587430928
22.59102,21.24219,20.0444,19.57738,19.1415,180.904219663383,0.324460434925662,4503874773745664
24.17488,23.02051,22.13363,21.65209,23.37542,180.903559757411,0.396791265021669,4503874782101760
21.65822,21.82489,21.47172,21.20525,20.83608,180.906018605694,0.279355331536631,4503874773712896
22.11296,21.34267,20.63613,20.523,21.15902,180.903775453886,0.403073294359806,4503874773745664
21.82121,20.1926,18.92065,18.44925,18.0389,180.906352204403,0.223213541556496,4503874773745664
23.30618,22.55261,21.33655,20.54797,19.62132,180.768920349379,0.36474193930646,4503874773745664
23.68656,23.99109,22.59527,21.6704,21.68794,180.768245799131,0.215363040253317,4503874907930624
23.91397,23.24959,22.38107,21.45543,20.67502,180.768282866359,0.351948122988982,4503874907930624
24.66642,24.77878,21.76992,21.29824,21.03962,180.767818549607,0.225914279057484,4503874782134528
25.2382,24.41033,21.91561,21.66291,21.24549,180.771044042192,0.374476387220318,2310346883987406864
22.4306,21.27801,19.79939,19.17224,18.75982,180.770746647037,0.376441301489464,6755674587430936
24.85904,23.25688,22.10843,21.79344,21.53153,180.770328790096,0.312922798392826,4503874773712896
24.86212,22.54875,20.91051,20.49723,19.98228,180.770418505394,0.261856662634507,4503874773712896
22.78496,21.38604,20.75065,20.43365,20.40731,180.76957069692,0.394946527116159,4503874773712896
24.94722,22.38451,22.00602,21.68103,22.67076,180.769182265239,0.415203995767295,4503874782101760
25.51326,22.90264,21.47745,20.57479,20.32561,180.767807870532,0.320634504368404,4503874773712896
22.95135,22.04482,21.83467,20.87981,21.30875,180.767781346535,0.383601600173632,2312598683801124880
24.10576,23.87922,22.63757,21.93783,21.14593,180.642437223729,0.226763498473936,4503874773712896
22.76173,22.21916,21.08118,20.31372,19.92472,180.64518498709,0.329345176251303,4503874773745664
24.11517,22.92293,22.34903,22.76716,21.55754,180.6451137432,0.237639377006156,4503874907963392
25.26849,22.97777,21.82044,21.13492,20.70839,180.644885599279,0.222189925277825,4503874773712896
23.16284,23.1176,22.17879,21.82515,21.03092,180.644409956473,0.246039614854995,6755674587398168
23.86745,22.09405,20.1789,19.50208,19.31379,180.644249533405,0.348382768186679,6755674587430928
22.64163,21.96259,21.00852,20.66396,20.60307,180.643508609977,0.248411113687793,4503874773745664
24.84747,22.21671,21.20379,20.63816,20.68456,180.642443800804,0.401342886517427,4503874782134272
22.0039,20.09579,18.96267,18.48417,18.19172,180.643217137322,0.284829301667731,2312598683801124880
24.14474,24.03309,22.45999,21.88277,21.78783,180.644409312619,0.296860716864143,6755674620968976
24.10743,23.96835,21.7132,20.80505,20.50984,180.506528841901,0.361149675595218,4503874773712896
25.81302,22.67401,21.07062,19.97104,19.82949,180.506246134067,0.296775421414482,4503874782134528
22.07996,22.43776,20.68315,21.04976,20.02064,180.50460406633,0.30184408499687,4503874782134528
23.07372,22.56708,22.42624,22.27765,21.82853,180.506514519321,0.287066521536045,4503874916319488
23.56245,22.26298,21.5546,21.05225,21.25188,180.504241930884,0.36513835449873,4503874773712896
24.16012,23.30645,22.08656,21.23777,20.2349,180.505268501487,0.396099578454718,51791670861103120
24.02342,22.57108,21.61871,21.46972,23.00536,180.503733107733,0.244754184494596,4503874773714176
22.61106,22.59423,21.83949,21.62769,21.22675,180.503520678564,0.369694097671866,4503874907963392
20.98341,20.17507,19.66152,19.36342,19.2716,180.503429359293,0.334527771581609,4503874773745664
25.55025,22.61537,21.90544,21.78212,21.89516,180.505431854567,0.316541778869229,4503874807267344
21.27317,20.24782,19.59177,19.29198,19.11202,180.503359902444,0.317554250960296,6755674595819544
23.76096,23.85255,22.71194,21.73376,21.32062,180.36542781604,0.276923623153246,4503874907930624
23.76687,23.51008,21.78284,20.96968,20.13308,180.365154097753,0.314476912606316,4503874773876736
22.83026,22.87677,22.13711,21.71674,21.10611,180.364810978173,0.294678959990535,4503874983460936
23.75192,22.13846,21.24193,20.99307,20.33128,180.366775841561,0.404892965098833,4503874782134272
23.65306,22.64683,22.11946,21.7404,21.5681,180.36613780921,0.221861501005811,4503874916352000
22.49272,21.851,21.35153,21.0577,21.81705,180.364382127166,0.35411899065435,4503874773712896
24.19147,23.33757,21.86313,21.74272,22.91168,180.365261130674,0.239870051347392,2310346883987538448
23.39729,22.66348,21.99015,21.79821,21.17485,180.364097704033,0.24042283012053,4503874807267344
22.16998,21.37197,20.6069,20.20478,19.8361,180.364657031674,0.242127157882249,6755674587430936
24.39934,23.30584,21.88448,20.72605,20.19816,180.36359444319,0.262103228946113,4574243526311953
23.73333,22.82856,21.87478,21.65695,23.52907,180.258832338369,0.242005558455949,2312598683801092112
23.39444,22.96168,22.14224,22.78594,22.13966,180.256447681076,0.361495596148372,4503874773712896
22.3314,21.18018,20.52219,20.26236,20.56973,180.258954727107,0.316894620395287,6755674587430928
25.32979,21.96616,21.06386,21.00224,21.34343,180.258770746458,0.215506681829411,4503874782134272
23.0336,22.24726,21.76857,21.6261,21.39135,180.257675302205,0.321970524901376,4503874773712896
23.39784,23.05808,22.32005,22.09403,22.84681,180.257014689738,0.33257132071408,4503874840821832
25.77026,23.03741,21.27989,20.12808,19.62048,180.10991556387,0.225438025656046,4503874773745664
22.84231,22.57736,21.67979,21.18636,20.64122,180.109254818856,0.237248001261363,4503874782134528
22.82427,22.13066,21.17287,20.71499,20.72063,180.112279662404,0.419933237575284,4503874773745664
24.05601,22.16602,21.50222,20.91928,21.06866,180.112096055382,0.361951165348131,6755674629341456
24.24238,22.54015,21.17376,20.87518,20.44224,180.111966454425,0.271868837327956,4503874773746944
23.67781,24.69526,22.52705,21.71093,20.59406,180.112530826126,0.286268657087614,4503874815688720
23.78432,22.22908,21.3606,20.972,20.66388,180.111684354932,0.287649973938474,6755674587398160
21.65452,21.72561,21.50893,20.66952,20.19971,180.111688489278,0.278946048351266,4503874782134528
22.54089,22.41244,21.5491,21.45923,21.12489,180.110135553682,0.393695225736067,4503874782134272
24.2491,23.23855,22.26013,22.48916,21.44242,180.951172713587,-0.0380652959285985,4503874773712896
25.28632,24.00941,22.22857,21.69388,21.29627,180.950168389939,-0.0961434426789074,4503874773712896
23.75519,23.43328,22.21425,22.4956,21.47892,180.948968116732,-0.157428588677649,4503874773712896
22.89705,22.8903,22.27367,21.93505,23.05546,180.951576869083,-0.140591514956655,4503874773712896
22.65747,22.60313,21.84952,21.93895,20.63292,180.951237953353,-0.158098368142,6755674587398168
23.43127,21.97716,20.38933,19.74863,19.48086,180.951220359804,-0.182407618333018,4503874773745664
22.43023,22.52843,21.89776,21.37152,20.81667,180.950329898177,-0.189323591172111,4503874773745664
25.92188,22.79716,21.04847,20.44891,19.95621,180.949583249772,-0.106496720932208,4503874773712896
22.37111,22.33318,21.61542,21.93031,21.20994,180.949607657507,-0.192838553053279,4503874773712896
22.87218,22.41745,21.33602,21.22854,20.88042,180.948994180937,-0.00280993565045878,4503874773712896
22.2302,21.27046,20.37097,20.1428,20.12675,180.951837475126,-0.184778127683038,6755674587398160
20.6776,19.47244,18.64369,18.26604,18.00696,180.949499980475,-0.10210559599223,6755674587430936
23.85996,23.30427,22.36127,22.15116,22.28382,180.951489134776,-0.07865183211886,4503874807267352
25.12321,23.5347,21.50619,20.37852,20.0563,180.948766965223,-0.0762172742526074,2310346883987406864
23.74839,23.26527,22.33574,21.0196,20.3019,180.792336116972,-0.148008326272854,51862039605280785
23.22218,23.70319,22.59405,23.62391,21.56534,180.794948423219,-0.110163268884473,4503874907930624
22.24686,23.11222,21.93771,21.51916,22.91668,180.794195553867,-0.160170599881257,4503874773712896
24.1592,23.64796,21.90247,22.36376,21.72133,180.792854946551,-0.0111671428181493,4503874807267344
23.45703,22.82981,22.00191,21.47892,21.38871,180.795200149689,-0.104316201735634,4503874782134272
22.51019,22.13579,22.04366,22.08818,21.52351,180.793145098979,-0.175184918565321,4503874773712896
23.48365,22.42339,21.5625,21.76332,21.84637,180.792756127697,-0.0758176032627415,6755674620952592
20.47894,19.24803,18.43906,18.0287,17.80856,180.792298202686,-0.0709820892875859,4503874773745664
24.63762,23.40429,22.50864,22.48591,21.9368,180.666586468449,-0.022029593086475,49539871055806720
24.68578,23.57804,22.41903,22.61244,21.71379,180.665992124181,-0.144355195398014,4503874773712896
23.41853,22.44715,21.86837,21.25903,20.60452,180.668568443799,-0.13753438707598,4503874773712896
22.69584,21.75,21.42148,21.46706,21.03012,180.668688211212,-0.150076568526757,4503874773745664
21.56493,20.9053,19.77738,19.23992,18.83237,180.667051562186,-0.203957413541019,4503874773745664
23.05986,23.58691,22.49104,22.41516,21.28287,180.66681109851,-0.00515828735691552,6755674620985360
22.98069,22.95911,21.84159,22.3976,22.34073,180.528476751688,-0.161343185688859,4503874773745664
24.37647,23.34564,22.68234,21.96082,21.71971,180.529619309144,-0.0315513864344505,4574243551445009
24.13144,21.9521,21.45234,20.82962,20.5176,180.531197197019,-0.0318078773007156,6755674587398160
23.6645,22.21575,21.26549,19.98583,19.13457,180.530652352099,-0.192350620749859,4503874773745664
22.28917,21.71151,20.72815,20.63611,20.00522,180.528463994744,-0.201686250213285,4503874773745664
23.18184,21.06446,19.98178,19.58477,19.26634,180.528327433573,-0.132851329108281,4503874773712896
24.55166,23.60409,21.74593,22.20808,22.03581,180.527871998121,-0.153065231990627,4503874807267352
22.10992,19.84508,18.54897,18.02048,17.63114,180.528661311117,-0.178076103250415,4503874773745664
21.65331,19.7581,18.63074,18.14748,17.82548,180.527977549789,-0.100299967154518,6755674587430928
23.41812,23.99397,22.16829,21.93937,22.69322,180.530122809604,-0.18220802164674,2312598683809480728
24.93892,25.40744,22.6452,21.43019,20.46085,180.398130202988,-0.107197137073797,49539871055806720
23.22289,22.66403,22.07063,22.25673,21.1009,180.39741275296,-0.04308355803011,4503874782101504
22.87074,21.93975,21.27719,20.87122,20.91665,180.39809860365,-0.0609321700648232,6755674587430936
23.7675,21.24232,20.06533,19.66234,19.34262,180.39784683043,-0.171138793777931,4503874773745664
25.32705,22.98581,21.90185,21.68503,21.74458,180.397499336825,-0.190910893476406,4503874773712896
25.05157,22.86469,22.38758,22.57199,21.81129,180.397397376146,-0.0700729218109611,4503874773712896
23.4159,22.41051,22.13524,21.641,22.82386,180.397258005625,-0.118419716904261,49539871047417856
24.42038,22.87157,21.57903,21.02845,21.13011,180.398113365416,-0.0325032189211606,2310346883987406864
23.84208,21.77735,20.05605,19.28536,18.81352,180.39607461127,-0.0330464095128861,6755674587430928
24.27015,22.80154,22.58656,22.84364,22.55233,180.395533680707,-0.0447602832331083,4503874782101760
23.80369,24.33782,22.1794,21.92633,21.29107,180.395638216162,-0.14315209400672,6755674620952592
24.37595,22.93001,22.2884,21.77218,22.13988,180.394927267172,-0.00439311443924556,4503874773712896
22.14033,22.04418,21.92152,21.39512,21.18303,180.397024732898,-0.0211934267565197,4503874840821832
21.38335,20.2325,19.8117,19.47422,19.4481,180.395191874397,-0.00765425876008082,4503874773745664
21.77234,19.59613,18.50345,18.04888,17.69816,180.396231222904,-0.182195447871063,4503874773745664
24.06605,23.523,22.37771,22.39677,21.69369,180.259552898453,-0.151473782705719,13511074028453888
23.1084,21.29942,20.26804,19.83021,19.61168,180.262723847283,-0.144942183788842,4503874773745664
22.78983,22.87421,22.29036,21.96739,21.83417,180.261660091888,-0.184480656657949,4503874983460936
22.43727,21.45137,21.14746,20.90377,21.04654,180.262058791915,-0.181427842261107,4503874773745664
21.95915,20.7474,19.71101,19.21876,18.89517,180.262016186505,-0.122958302507776,4503874773745664
23.48078,22.36605,22.10578,22.35422,22.66145,180.261519173299,-0.138331208242476,4503874773712896
22.76285,22.80055,21.83381,21.55271,22.17758,180.261280239629,-0.0990691905611961,6755674721648656
23.4024,22.41647,21.73811,21.4537,22.26136,180.260727012993,-0.0602087799830982,4503874773745664
24.61279,23.52883,22.46674,22.23478,21.37011,180.260291158477,-0.200933263895831,4574243551445009
22.99304,22.26255,21.80203,20.92739,21.08901,180.259338308849,-0.0840498461475073,4503874773746944
23.91818,23.68909,22.5563,22.48613,22.18203,180.26183117344,-0.148931426982634,4503874815688976
21.37977,20.22499,19.54898,19.21889,19.095,180.260480098888,-0.189631340878433,4503874773745664
25.1355,23.77644,22.17599,21.76749,21.30489,180.111262707046,-0.206330441394415,6755674587432208
21.87522,22.10681,20.65507,20.26816,19.91419,180.110233608597,-0.130938770343686,4503874782134272
23.17457,22.39348,21.30157,20.88563,20.45579,180.112358849987,-0.147521774010424,4503874840821832
23.33285,22.48002,21.31623,21.08505,20.71518,180.112345791587,-0.154065223611226,6755674595819536
24.31983,23.02333,22.31846,22.31677,21.95419,180.112042878629,-0.118491543560437,4503874773712896
23.05997,22.9603,22.57399,21.85133,21.7009,180.111738969933,-0.014234486122953,4503600038412544
24.65844,22.17862,20.85482,20.08429,19.45373,180.110304104805,-0.127408879462042,4503874782134528
22.06197,20.88878,20.01465,19.62344,19.51072,180.110578267192,-0.201932576889936,4503874773745664
22.85053,20.71402,19.54188,19.02604,18.7947,180.111207275945,-0.0740116515099394,4503874773745664
23.35341,24.10901,23.27151,23.73424,22.44105,180.112066145872,-0.124122579141165,4503874949906712
23.39185,22.44968,21.79073,21.0455,21.10608,180.951282715129,-0.451000460729788,6755674587398160
22.99015,21.67859,20.09953,19.55454,19.21319,180.950031028464,-0.434186792154047,4503874773745664
23.94115,22.86288,22.31688,22.42376,21.29395,180.949375387735,-0.421272416279668,4503874773712896
23.17307,23.87312,22.40138,21.85028,22.03253,180.794291351681,-0.473534525662084,4503874773712896
23.11263,22.97558,21.39443,20.5664,20.14035,180.795210541395,-0.485530155026565,4503874840821832
24.10209,23.53575,22.20099,21.05552,20.4544,180.668709077437,-0.45506738358487,4503874907930624
22.36849,21.88896,21.32857,21.30793,20.75461,180.66702986262,-0.482620465306192,4503874773712896
22.08595,22.11716,21.80609,21.24008,20.45165,180.528189247034,-0.482340765153256,4503874907930624
23.8293,22.64077,22.16001,22.05885,23.04389,180.527841725222,-0.475954787060823,4503874782101760
22.84106,21.71956,20.59803,20.13766,19.75928,180.398201739792,-0.420436155390589,4503874773712896
24.53703,22.69893,21.15905,20.5621,20.11404,180.397400720866,-0.49256972730263,4503874773746176
22.92595,22.61229,21.9864,21.5929,21.88093,180.395733284715,-0.47860514712051,4503874773712896
23.78573,21.17537,20.19564,19.67978,19.39302,180.394880491442,-0.447608419789538,6755674587430928
23.38331,22.68107,21.81903,21.54786,22.03699,180.256967097396,0.343370086898694,4503874773712896
22.37977,21.72997,21.25512,21.01951,22.08707,180.256261827413,0.365183292974825,4503874782134272
24.60929,24.72507,23.20116,23.09102,22.19192,180.258195004129,0.262553116192141,4503874807300112
22.98553,21.45284,20.18003,19.61283,19.31509,180.25838771063,0.265208443502675,2310346883987439632
20.48169,19.57338,19.01242,18.65461,18.59621,180.256616724333,0.246812948232381,6755674587566096
20.23851,19.11008,18.48087,18.15277,17.98379,180.257546505839,0.338493905360939,6755674587562008
23.08809,21.38296,21.08458,20.70416,21.85393,180.256826034409,0.299468427611582,4503874782134544
25.07995,25.27963,22.43155,23.52664,21.00927,180.120011670555,0.350637293147323,4503874907930624
25.97808,22.93985,22.22119,21.39471,21.0161,180.11973128661,0.307956561388273,4503874773712896
22.87039,22.74459,21.89681,21.25461,21.64802,180.122902133712,0.393577019839713,4503874773712896
23.30506,21.76866,20.82941,20.29947,19.72079,180.12265726874,0.292468960923896,6755674587529232
25.62362,21.70898,20.3013,19.76379,19.50228,180.121767882277,0.32641237450425,4521466959888384
24.31473,22.21264,20.73932,20.23942,19.89167,180.121489425475,0.356645181157323,4521466959921152
22.20715,21.584,20.78531,20.66305,20.42067,180.121389658594,0.263489765015784,4503874773745664
23.48972,20.51926,19.07668,18.51449,18.20415,180.120953417173,0.297820932127845,4503874773745664
23.11719,22.51613,22.12825,21.54777,20.75161,180.120059723663,0.411334531429139,4503874773712896
23.72579,23.19542,22.38936,22.04105,22.42843,180.906498238652,-0.165557384768058,4503599904194560
23.4599,23.00751,22.0592,22.50274,21.63251,180.904903370834,-0.169252639795527,4503874773712896
23.38483,22.65057,21.81055,21.13669,21.21465,180.904716808188,-0.0398064396984489,4503874916352512
22.58772,21.3629,20.39084,19.97693,19.58379,180.904179874587,-0.193164116596039,4503874773843968
22.64817,21.91066,20.94125,20.64065,20.64744,180.90365109018,-0.0680079382985449,6755674587430928
24.28401,24.72392,22.62255,22.79518,22.69426,180.771031109421,-0.0755050237759115,4503874907930624
25.10103,23.52551,22.04092,20.95875,20.96098,180.770379706275,-0.104041399112067,4503874907931904
22.8878,23.16111,22.21346,22.10915,22.39705,180.769565642947,-0.000990510642006014,4503874916352000
23.80238,23.26798,22.29732,22.1901,21.96391,180.769595454926,-0.119985295973922,4503874773745664
24.70544,23.95494,22.44561,22.54219,22.48262,180.769071558159,-0.0413608209895707,4503874907930624
25.18815,22.09959,21.12542,20.82366,20.46076,180.768810711272,-0.166075865515291,4503874773878032
23.35736,22.33888,21.71205,21.7013,23.02296,180.770746786511,-0.166008161096258,4503874807267344
24.57315,23.60564,21.90808,21.68859,21.41782,180.768409663476,-0.186866382723523,2310346883987406872
24.55131,22.31207,21.13142,20.33536,19.89644,180.769116816062,-0.187413901527436,6755674587398160
22.39414,22.38842,21.82881,21.44699,21.31062,180.768845675751,-0.144932558723763,4503874773712896
22.82533,22.4396,21.45052,21.22852,20.73866,180.768646867775,-0.00702865758590355,4503874773712896
21.87786,20.63455,19.77113,19.30717,18.98767,180.767700137269,-0.134581041577898,4503874773745664
22.21787,21.77194,21.04448,21.05371,20.87053,180.769875334479,-0.089099246708101,4503874773712896
24.17194,23.5321,22.10963,21.55885,21.83529,180.767709145793,-0.127640568976892,4574243551445009
23.69489,23.20831,21.98422,22.10223,21.62803,180.642972403354,-0.033239354419327,4503874773712896
21.99745,20.9095,19.99314,19.55731,19.09775,180.644299266819,-0.129962109867043,4503874773745664
23.70799,22.2596,21.17213,20.47621,20.05755,180.642929550586,-0.0446034516266542,4503874773712896
23.56227,23.05306,22.40646,21.89039,21.59033,180.642598487596,-0.0986255870284902,4503874773712896
22.21828,20.79012,19.76465,19.30029,18.92477,180.642732813167,-0.166734775981111,4503874773712896
19.32121,18.43069,18.14281,17.93508,17.86495,180.644237727595,-0.135047410263966,6755674587430928
22.15876,20.05978,19.04765,18.41112,18.22121,180.643808566064,-0.13442335188168,4574243517923345
25.36498,24.16422,21.43689,20.16101,19.47036,180.505102691235,-0.0951058663212749,4503874782134528
23.78613,23.1166,22.36049,21.95754,21.46046,180.505054544534,-0.184309077811066,4503874773712896
22.13524,22.52694,21.5559,21.1703,20.59128,180.504774205148,-0.122315931738643,4503874773712896
22.46149,21.33646,20.49035,20.3378,20.28806,180.504089724891,-0.0811650247001743,4503874773745664
21.72128,20.95201,20.23656,19.93579,19.54344,180.50393168707,-0.113444367193366,4503874773745664
22.9238,22.1676,21.79961,21.58458,21.26083,180.503608104352,-0.151521263683293,4503874773712896
22.87772,21.87285,21.68493,21.33578,21.22303,180.50353299649,-0.0372971856432129,6755674587430928
25.19604,24.6509,22.83677,22.30171,21.87561,180.506122673787,-0.172281743897532,49539871080972304
21.77004,20.84601,20.36934,20.18505,19.77938,180.504806977376,-0.169358252233793,2310346883987439632
22.66607,20.17565,18.72464,18.225,17.8251,180.504646611031,-0.173762789964495,6755674587430928
25.10075,23.33298,22.33155,22.09349,20.88916,180.505600801721,-0.0317109217388836,4503874773712912
25.60645,24.79166,22.59359,23.88571,24.04361,180.366639961397,-0.102630912757853,6755674620952592
24.90939,24.06179,21.97993,20.95944,20.20071,180.36393951939,-0.0311583330174702,4503874916352256
22.64747,21.94138,21.24433,21.23056,20.42522,180.36642778591,-0.0783357323877573,4503874907964672
22.68172,21.56607,20.39593,19.94328,19.57808,180.36631382698,-0.0627621739050728,4503874773745664
23.66103,22.83065,21.88936,21.67757,21.36189,180.3660221715,-0.182586797163452,4503874773712896
22.99397,21.53922,20.88035,20.48599,20.69738,180.366070136118,-0.0668870764419001,6755674587430928
23.46632,21.27767,20.07776,19.67951,19.36355,180.365152473338,-0.122268967414719,4503874773712896
23.75781,22.18872,21.38647,20.61719,20.75448,180.364129851894,-0.0127340574205267,6755674587398160
23.31445,22.69916,21.88961,21.60457,21.2992,180.363863472372,-0.144722172484824,4503874773712896
23.14615,22.37622,22.12265,22.49727,22.0422,180.363435754941,-0.0630013389449524,4503874782101760
23.74134,21.97877,21.32204,20.7655,20.68416,180.363479962153,-0.201846939106773,4503874773745664
22.016,20.59683,19.81253,19.46479,19.10274,180.25852696558,-0.200175172197827,6755674587430928
23.03036,21.84685,21.15345,20.89545,21.29712,180.258337641849,-0.127567675632075,4503874773712896
23.7461,22.73431,21.60844,21.24987,21.04494,180.257794280512,-0.165766659729167,6755674595950608
23.26867,22.89803,21.74308,21.55041,22.28666,180.256929357169,-0.168772431129657,4503874907963392
23.09821,22.08659,21.10705,20.78977,20.49729,180.257204862773,-0.179827054628308,4503874773745664
23.8606,22.46918,21.48129,21.2903,20.49044,180.256508102307,-0.158880385046722,6755674587398160
24.61905,22.34307,20.96318,20.19709,19.75246,180.256529629162,-0.0547935595043299,4503874773712896
22.84008,22.23308,21.34521,21.10877,20.41884,180.256317296422,-0.156281135078793,4503874773712896
25.77429,22.57034,20.73564,19.97663,19.44275,180.256307124687,-0.149966647257893,6755674587398160
21.93873,20.01201,18.86402,18.38399,18.0436,180.259310464728,-0.0813515004947077,4503599895838720
24.46205,23.97952,22.61461,22.63064,22.00696,180.122556653258,-0.137018949838957,4503600499785800
25.41042,24.298,22.61308,22.25246,23.04066,180.122124449854,-0.132198912254893,4503874773712896
23.28671,23.65958,22.09741,21.52925,21.26977,180.120306126382,-0.174413914706811,4503874907930624
24.03211,23.02722,22.66937,22.20731,22.52704,180.122394339884,-0.00376131769071438,2312598683801092112
23.13555,21.7975,20.69998,20.3928,19.77044,180.122782756232,-0.165341281601402,4503874773745664
24.56902,24.26687,22.18831,21.70443,22.77329,180.121987184583,-0.152574493205909,2310346883987439632
23.8942,22.22122,21.53582,21.07319,20.95719,180.121281783281,-0.151571570047904,6755674587398168
22.8636,22.68524,21.94234,21.74375,21.97223,180.120478754855,-0.0427838330549034,4503874773712896
24.29848,22.85375,22.31313,22.07841,22.08807,180.11992100436,-0.0800305750307092,4503874773712896
